iter,minutes,agent_steps,sps,episodes,ep_len_s,draw_rate,hits_per_ep,pool_win,pool_loss,entropy,pg_loss,v_loss,kl,clipfrac,rule_win,rule_loss,rule_dodge,random_win,random_loss,random_dodge,lateral,strafer_win,strafer_loss,strafer_dodge
969,33.667,127008768,111661,33,27.47,0.121,7.94,0.714,0.143,2.596,-0.0017,0.0462,0.0031,0.021,,,,,,,,,,
970,33.687,127139840,107138,39,25.97,0.179,7.64,0.944,0.056,2.593,-0.0017,0.0515,0.0027,0.019,,,,,,,,,,
971,33.708,127270912,106558,37,28.72,0.189,7.89,0.833,0.083,2.608,-0.0014,0.0478,0.0028,0.023,,,,,,,,,,
972,33.74,127401984,67070,36,28.86,0.25,7.25,0.933,0.067,2.635,-0.0017,0.0368,0.0032,0.028,,,,,,,,,,
973,33.766,127533056,86198,41,29.68,0.293,7.66,0.889,0.0,2.614,-0.002,0.0583,0.0038,0.03,,,,,,,,,,
974,33.785,127664128,109957,39,24.77,0.231,7.33,0.941,0.059,2.601,-0.002,0.0482,0.0034,0.029,,,,,,,,,,
975,33.893,127795200,115996,37,27.5,0.297,7.41,0.895,0.053,2.596,-0.0015,0.0343,0.0031,0.024,1.0,0.0,0.564,1.0,0.0,0.731,0.634,0.995,0.005,0.652
976,33.912,127926272,120025,39,29.87,0.256,7.54,1.0,0.0,2.572,-0.0017,0.0514,0.0023,0.019,,,,,,,,,,
977,33.931,128057344,113870,43,24.04,0.233,7.65,0.842,0.053,2.582,-0.0015,0.0619,0.003,0.024,,,,,,,,,,
978,33.95,128188416,115057,38,28.35,0.342,7.29,1.0,0.0,2.565,-0.0016,0.0465,0.0036,0.03,,,,,,,,,,
979,33.969,128319488,113553,29,27.67,0.31,7.52,0.8,0.0,2.564,-0.0014,0.0447,0.0028,0.025,,,,,,,,,,
980,33.996,128450560,79687,36,27.47,0.278,7.42,0.944,0.0,2.565,-0.0017,0.041,0.0034,0.029,,,,,,,,,,
981,34.022,128581632,83949,38,29.55,0.237,7.39,0.889,0.111,2.572,-0.0018,0.0533,0.0034,0.031,,,,,,,,,,
982,34.049,128712704,81349,38,34.76,0.447,7.18,0.8,0.0,2.588,-0.0014,0.0409,0.0032,0.021,,,,,,,,,,
983,34.071,128843776,99022,31,33.53,0.323,7.39,1.0,0.0,2.588,-0.0018,0.0552,0.0033,0.024,,,,,,,,,,
984,34.09,128974848,115131,58,28.5,0.259,7.4,0.957,0.0,2.58,-0.0017,0.0635,0.0029,0.019,,,,,,,,,,
985,34.11,129105920,112452,20,30.56,0.35,7.2,1.0,0.0,2.574,-0.0018,0.0489,0.0035,0.03,,,,,,,,,,
986,34.129,129236992,113027,55,27.49,0.291,7.27,0.762,0.143,2.578,-0.0018,0.0644,0.0033,0.027,,,,,,,,,,
987,34.149,129368064,111151,30,27.89,0.267,7.5,0.857,0.071,2.597,-0.002,0.0364,0.0036,0.028,,,,,,,,,,
988,34.169,129499136,110177,42,28.44,0.238,7.52,0.909,0.091,2.611,-0.0016,0.0486,0.0026,0.025,,,,,,,,,,
989,34.188,129630208,111650,43,28.54,0.326,7.26,1.0,0.0,2.649,-0.0023,0.0459,0.0041,0.037,,,,,,,,,,
990,34.278,129761280,110701,39,28.63,0.359,7.62,0.818,0.091,2.669,-0.002,0.0513,0.0032,0.032,1.0,0.0,0.555,1.0,0.0,0.633,0.642,0.99,0.01,0.649
991,34.299,129892352,104500,33,29.93,0.242,7.82,0.833,0.167,2.651,-0.0018,0.0487,0.0033,0.027,,,,,,,,,,
992,34.32,130023424,101562,38,28.22,0.263,7.76,0.917,0.083,2.648,-0.0018,0.0512,0.0036,0.031,,,,,,,,,,
993,34.342,130154496,102028,39,26.62,0.205,8.0,0.5,0.4,2.665,-0.002,0.0586,0.0041,0.034,,,,,,,,,,
994,34.373,130285568,70555,37,27.52,0.27,7.41,0.923,0.077,2.648,-0.0015,0.0577,0.0035,0.025,,,,,,,,,,
995,34.392,130416640,115168,31,29.82,0.258,7.61,0.833,0.167,2.615,-0.0017,0.0437,0.0028,0.024,,,,,,,,,,
996,34.411,130547712,112687,31,28.44,0.226,7.52,0.8,0.2,2.609,-0.0016,0.036,0.0031,0.025,,,,,,,,,,
997,34.432,130678784,106771,43,29.41,0.279,7.77,0.9,0.1,2.588,-0.0017,0.066,0.0038,0.03,,,,,,,,,,
998,34.452,130809856,106011,44,27.79,0.318,7.73,0.538,0.308,2.573,-0.0015,0.0616,0.003,0.024,,,,,,,,,,
999,34.474,130940928,102439,35,25.95,0.143,7.97,0.778,0.222,2.569,-0.0018,0.0569,0.0034,0.029,,,,,,,,,,
1000,34.493,131072000,111154,35,28.89,0.229,7.66,1.0,0.0,2.568,-0.0017,0.0498,0.0028,0.024,,,,,,,,,,
1001,34.513,131203072,112277,40,27.89,0.225,7.7,0.545,0.273,2.561,-0.002,0.0559,0.0035,0.027,,,,,,,,,,
1002,34.531,131334144,119858,38,31.41,0.421,7.18,0.778,0.0,2.567,-0.0016,0.0572,0.0034,0.025,,,,,,,,,,
1003,34.549,131465216,120547,45,26.73,0.222,8.09,0.444,0.444,2.579,-0.0018,0.0676,0.0032,0.026,,,,,,,,,,
1004,34.568,131596288,114092,40,26.82,0.2,7.88,0.778,0.222,2.573,-0.0016,0.0632,0.003,0.022,,,,,,,,,,
1005,34.735,131727360,113077,43,30.82,0.395,7.47,0.75,0.25,2.558,-0.0016,0.0716,0.0026,0.024,1.0,0.0,0.555,1.0,0.0,0.595,0.651,0.955,0.015,0.714
1006,34.765,131858432,70951,38,27.4,0.237,7.87,0.5,0.5,2.538,-0.0019,0.0664,0.0033,0.023,,,,,,,,,,
1007,34.79,131989504,87061,45,34.1,0.489,7.2,0.6,0.0,2.524,-0.0017,0.0595,0.003,0.025,,,,,,,,,,
1008,34.81,132120576,112101,41,27.15,0.195,7.9,0.923,0.0,2.532,-0.0019,0.0707,0.0043,0.039,,,,,,,,,,
1009,34.829,132251648,117137,45,28.66,0.2,7.62,0.889,0.056,2.536,-0.0016,0.0555,0.0029,0.025,,,,,,,,,,
1010,34.85,132382720,100179,40,26.85,0.225,7.95,1.0,0.0,2.552,-0.002,0.0618,0.0038,0.03,,,,,,,,,,
1011,34.869,132513792,115296,33,30.4,0.303,7.67,0.583,0.167,2.549,-0.0016,0.0485,0.0034,0.025,,,,,,,,,,
1012,34.888,132644864,118137,39,28.92,0.282,7.59,1.0,0.0,2.563,-0.0016,0.0491,0.0028,0.024,,,,,,,,,,
1013,34.907,132775936,115151,27,29.11,0.37,7.26,0.833,0.167,2.577,-0.0016,0.0342,0.0031,0.027,,,,,,,,,,
1014,34.925,132907008,122079,35,26.19,0.171,7.77,1.0,0.0,2.583,-0.0022,0.0453,0.0036,0.036,,,,,,,,,,
1015,34.943,133038080,122076,23,29.45,0.304,7.61,0.75,0.0,2.591,-0.0018,0.0403,0.0036,0.028,,,,,,,,,,
1016,34.962,133169152,112960,25,25.14,0.2,7.64,0.889,0.0,2.572,-0.0019,0.033,0.0034,0.028,,,,,,,,,,
1017,34.984,133300224,99435,25,30.85,0.24,7.96,1.0,0.0,2.578,-0.0018,0.0441,0.0034,0.027,,,,,,,,,,
1018,35.002,133431296,117790,38,27.64,0.237,7.74,0.842,0.053,2.592,-0.0017,0.055,0.0033,0.032,,,,,,,,,,
1019,35.021,133562368,119421,51,31.73,0.275,7.61,0.714,0.143,2.602,-0.0015,0.07,0.0028,0.021,,,,,,,,,,
1020,35.116,133693440,114256,38,29.14,0.158,8.03,0.778,0.222,2.618,-0.0017,0.0694,0.0047,0.034,0.995,0.005,0.53,1.0,0.0,0.846,0.636,0.98,0.02,0.688
1021,35.14,133824512,93511,22,26.37,0.273,7.18,0.889,0.111,2.586,-0.0017,0.0292,0.0036,0.029,,,,,,,,,,
1022,35.158,133955584,117467,36,33.35,0.417,7.0,0.5,0.125,2.57,-0.0017,0.0412,0.003,0.025,,,,,,,,,,
1023,35.187,134086656,76770,36,30.24,0.222,7.78,0.889,0.0,2.593,-0.0019,0.0561,0.0033,0.029,,,,,,,,,,
1024,35.209,134217728,100427,35,35.07,0.457,6.8,0.833,0.0,2.608,-0.0019,0.0442,0.0028,0.027,,,,,,,,,,
1025,35.231,134348800,99143,34,31.03,0.353,7.44,1.0,0.0,2.628,-0.0019,0.0482,0.0039,0.032,,,,,,,,,,
1026,35.25,134479872,114087,38,31.77,0.395,7.0,0.9,0.1,2.598,-0.0016,0.048,0.0033,0.028,,,,,,,,,,
1027,35.282,134610944,67046,40,31.05,0.35,7.67,0.778,0.111,2.607,-0.0018,0.0548,0.0035,0.036,,,,,,,,,,
1028,35.302,134742016,113993,40,33.81,0.45,7.25,0.875,0.0,2.595,-0.0016,0.0511,0.0032,0.028,,,,,,,,,,
1029,35.325,134873088,93152,36,30.96,0.389,7.5,0.533,0.333,2.563,-0.0021,0.047,0.0032,0.027,,,,,,,,,,
1030,35.346,135004160,103155,29,35.43,0.552,6.76,0.833,0.167,2.569,-0.0018,0.0273,0.0037,0.034,,,,,,,,,,
1031,35.366,135135232,108468,39,35.86,0.462,7.03,0.333,0.222,2.579,-0.0015,0.0371,0.0033,0.025,,,,,,,,,,
1032,35.386,135266304,108253,32,32.58,0.344,7.09,0.875,0.0,2.576,-0.0016,0.0392,0.0036,0.031,,,,,,,,,,
1033,35.405,135397376,116218,29,32.11,0.448,6.76,0.9,0.0,2.595,-0.0018,0.0308,0.0038,0.033,,,,,,,,,,
1034,35.424,135528448,113906,24,35.46,0.5,6.58,1.0,0.0,2.593,-0.0017,0.0252,0.0032,0.027,,,,,,,,,,
1035,35.571,135659520,94949,37,30.38,0.324,7.38,0.8,0.1,2.602,-0.0017,0.0381,0.0031,0.03,0.995,0.0,0.529,1.0,0.0,0.658,0.618,0.995,0.005,0.657
1036,35.59,135790592,116718,25,31.68,0.36,7.08,0.875,0.125,2.591,-0.0017,0.0363,0.0026,0.016,,,,,,,,,,
1037,35.609,135921664,117440,21,33.91,0.238,7.67,1.0,0.0,2.56,-0.0018,0.0331,0.004,0.034,,,,,,,,,,
1038,35.628,136052736,112306,31,31.39,0.29,7.03,0.75,0.25,2.559,-0.0018,0.0438,0.0031,0.026,,,,,,,,,,
1039,35.648,136183808,108209,42,33.34,0.31,7.26,0.5,0.0,2.553,-0.0017,0.0562,0.003,0.028,,,,,,,,,,
1040,35.668,136314880,109626,43,34.64,0.372,6.58,0.7,0.2,2.586,-0.0018,0.0545,0.0033,0.03,,,,,,,,,,
1041,35.695,136445952,81567,26,36.17,0.423,7.0,0.667,0.333,2.583,-0.0017,0.0346,0.0031,0.026,,,,,,,,,,
1042,35.715,136577024,107176,19,32.36,0.421,6.47,0.6,0.0,2.591,-0.0017,0.0298,0.003,0.029,,,,,,,,,,
1043,35.735,136708096,109859,38,33.87,0.421,6.55,0.714,0.0,2.618,-0.0022,0.0359,0.0038,0.033,,,,,,,,,,
1044,35.755,136839168,109042,37,34.03,0.432,6.27,0.833,0.0,2.633,-0.0017,0.0352,0.0031,0.023,,,,,,,,,,
1045,35.775,136970240,108715,33,34.53,0.424,6.67,0.889,0.111,2.639,-0.0018,0.0402,0.0033,0.026,,,,,,,,,,
1046,35.793,137101312,122882,43,31.24,0.233,7.02,0.714,0.286,2.631,-0.0018,0.0526,0.0031,0.027,,,,,,,,,,
1047,35.819,137232384,84391,30,34.52,0.367,6.63,0.444,0.111,2.636,-0.002,0.0385,0.0035,0.03,,,,,,,,,,
1048,35.853,137363456,64624,39,33.67,0.487,6.33,0.778,0.111,2.648,-0.0017,0.0402,0.0031,0.022,,,,,,,,,,
1049,35.883,137494528,73668,36,34.87,0.417,6.22,0.833,0.0,2.656,-0.0019,0.0392,0.0035,0.028,,,,,,,,,,
1050,36.026,137625600,79198,27,30.82,0.296,6.81,0.571,0.286,2.648,-0.002,0.0408,0.0032,0.033,1.0,0.0,0.53,1.0,0.0,0.732,0.636,1.0,0.0,0.712
1051,36.046,137756672,111459,40,32.21,0.275,6.83,0.8,0.1,2.659,-0.0017,0.0481,0.0027,0.024,,,,,,,,,,
1052,36.065,137887744,115336,34,29.38,0.294,6.74,1.0,0.0,2.644,-0.0017,0.0471,0.0028,0.025,,,,,,,,,,
1053,36.084,138018816,115520,37,34.27,0.351,6.89,0.25,0.5,2.637,-0.0015,0.0532,0.0025,0.02,,,,,,,,,,
1054,36.102,138149888,118344,33,29.11,0.303,7.12,0.538,0.077,2.637,-0.0022,0.0475,0.003,0.029,,,,,,,,,,
1055,36.121,138280960,119233,34,30.1,0.176,7.26,0.875,0.0,2.642,-0.0017,0.0541,0.0029,0.02,,,,,,,,,,
1056,36.139,138412032,116957,35,31.72,0.371,6.57,0.9,0.0,2.643,-0.0018,0.0532,0.0033,0.029,,,,,,,,,,
1057,36.158,138543104,118659,43,30.79,0.279,7.12,0.733,0.067,2.652,-0.0022,0.0575,0.0031,0.028,,,,,,,,,,
1058,36.176,138674176,117967,35,28.13,0.286,6.69,0.727,0.182,2.653,-0.0018,0.0405,0.003,0.024,,,,,,,,,,
1059,36.195,138805248,119219,26,29.16,0.269,6.92,0.714,0.143,2.626,-0.0018,0.0473,0.0032,0.029,,,,,,,,,,
1060,36.213,138936320,120293,44,31.51,0.364,6.39,0.933,0.0,2.619,-0.0019,0.0465,0.0027,0.021,,,,,,,,,,
1061,36.232,139067392,112526,43,31.82,0.326,6.65,0.556,0.111,2.619,-0.0018,0.0662,0.0036,0.027,,,,,,,,,,
1062,36.252,139198464,109745,36,31.02,0.306,6.92,1.0,0.0,2.618,-0.0018,0.0537,0.003,0.026,,,,,,,,,,
1063,36.281,139329536,74716,30,28.77,0.233,7.17,1.0,0.0,2.612,-0.0018,0.0571,0.0029,0.026,,,,,,,,,,
1064,36.3,139460608,116811,49,28.7,0.245,6.86,0.917,0.083,2.63,-0.0019,0.0638,0.0037,0.033,,,,,,,,,,
1065,36.418,139591680,120301,36,26.49,0.278,7.03,0.917,0.0,2.628,-0.0023,0.0579,0.0036,0.035,0.985,0.0,0.523,1.0,0.0,0.703,0.624,0.995,0.005,0.624
1066,36.436,139722752,121854,42,30.02,0.286,6.5,0.846,0.0,2.621,-0.0021,0.0586,0.0027,0.023,,,,,,,,,,
1067,36.455,139853824,115437,41,30.45,0.268,6.71,1.0,0.0,2.61,-0.0019,0.0598,0.003,0.025,,,,,,,,,,
1068,36.473,139984896,117670,34,26.03,0.235,7.09,1.0,0.0,2.591,-0.0013,0.0636,0.0024,0.017,,,,,,,,,,
1069,36.493,140115968,113322,34,30.21,0.294,6.94,0.7,0.1,2.605,-0.0016,0.048,0.0023,0.016,,,,,,,,,,
1070,36.517,140247040,88595,45,30.11,0.311,6.93,0.857,0.0,2.622,-0.0015,0.0613,0.0027,0.017,,,,,,,,,,
1071,36.535,140378112,120957,44,26.18,0.182,6.91,0.895,0.105,2.607,-0.0014,0.0574,0.0023,0.015,,,,,,,,,,
1072,36.553,140509184,121061,42,27.78,0.357,6.76,0.882,0.059,2.582,-0.0015,0.0493,0.0028,0.02,,,,,,,,,,
1073,36.583,140640256,74761,19,35.7,0.474,6.84,1.0,0.0,2.572,-0.0019,0.0354,0.0024,0.02,,,,,,,,,,
1074,36.601,140771328,122516,34,29.31,0.235,7.15,0.8,0.2,2.58,-0.0016,0.0551,0.0033,0.028,,,,,,,,,,
1075,36.619,140902400,117336,42,28.61,0.262,7.1,0.706,0.235,2.591,-0.0017,0.049,0.0025,0.021,,,,,,,,,,
1076,36.638,141033472,117023,32,32.05,0.219,6.97,1.0,0.0,2.571,-0.0019,0.0484,0.0033,0.025,,,,,,,,,,
1077,36.666,141164544,78470,38,27.56,0.184,7.68,0.727,0.182,2.561,-0.0019,0.0591,0.0037,0.031,,,,,,,,,,
1078,36.688,141295616,100198,42,24.57,0.143,7.1,0.923,0.077,2.544,-0.0019,0.058,0.0034,0.025,,,,,,,,,,
1079,36.706,141426688,118290,60,28.44,0.217,7.47,1.0,0.0,2.538,-0.0018,0.0706,0.0028,0.021,,,,,,,,,,
1080,36.824,141557760,120808,33,28.14,0.212,7.39,0.714,0.143,2.543,-0.0017,0.0529,0.0032,0.025,0.985,0.01,0.542,1.0,0.0,0.704,0.642,0.99,0.01,0.658
1081,36.857,141688832,66247,53,28.37,0.226,7.43,0.789,0.211,2.542,-0.0014,0.0826,0.0031,0.019,,,,,,,,,,
1082,36.887,141819904,72896,48,24.8,0.104,7.58,0.632,0.368,2.552,-0.0018,0.061,0.0032,0.024,,,,,,,,,,
1083,36.909,141950976,100328,36,25.99,0.222,7.36,0.643,0.286,2.53,-0.002,0.0556,0.0034,0.026,,,,,,,,,,
1084,36.928,142082048,115391,45,22.98,0.111,7.58,0.706,0.235,2.51,-0.0016,0.0649,0.0027,0.021,,,,,,,,,,
1085,36.946,142213120,118634,63,26.49,0.222,7.32,0.792,0.167,2.517,-0.0015,0.0724,0.0028,0.023,,,,,,,,,,
1086,36.965,142344192,115779,38,24.45,0.211,7.58,0.769,0.154,2.491,-0.0016,0.0622,0.003,0.021,,,,,,,,,,
1087,36.989,142475264,90637,40,28.83,0.225,7.55,0.571,0.286,2.491,-0.0018,0.0717,0.0033,0.024,,,,,,,,,,
1088,37.014,142606336,88653,48,26.16,0.167,7.69,0.9,0.1,2.504,-0.0017,0.0882,0.0031,0.02,,,,,,,,,,
1089,37.049,142737408,62152,63,23.03,0.159,7.35,0.958,0.042,2.523,-0.0016,0.0793,0.0027,0.018,,,,,,,,,,
1090,37.08,142868480,70324,41,24.47,0.122,7.83,0.909,0.091,2.509,-0.0019,0.0746,0.0029,0.025,,,,,,,,,,
1091,37.11,142999552,74330,49,23.76,0.204,7.37,0.789,0.105,2.486,-0.0017,0.0732,0.0026,0.02,,,,,,,,,,
1092,37.131,143130624,104562,40,23.35,0.1,7.62,0.571,0.429,2.475,-0.0016,0.0656,0.0028,0.021,,,,,,,,,,
1093,37.156,143261696,85807,57,22.26,0.158,7.56,0.833,0.167,2.487,-0.0015,0.0821,0.003,0.021,,,,,,,,,,
1094,37.176,143392768,110695,44,21.0,0.114,7.91,0.8,0.067,2.489,-0.0017,0.0737,0.0027,0.018,,,,,,,,,,
1095,37.264,143523840,108428,42,21.68,0.143,7.95,0.8,0.2,2.489,-0.0015,0.077,0.0027,0.018,1.0,0.0,0.533,1.0,0.0,0.643,0.647,0.995,0.005,0.608
1096,37.284,143654912,107083,43,21.13,0.07,8.02,0.5,0.5,2.483,-0.0017,0.0761,0.0029,0.023,,,,,,,,,,
1097,37.302,143785984,119289,43,22.04,0.14,7.98,0.786,0.214,2.484,-0.0014,0.0764,0.003,0.021,,,,,,,,,,
1098,37.32,143917056,122497,33,24.56,0.182,7.45,1.0,0.0,2.487,-0.0014,0.0456,0.0026,0.02,,,,,,,,,,
1099,37.338,144048128,121674,46,21.26,0.087,7.74,0.81,0.19,2.482,-0.0016,0.0787,0.0031,0.021,,,,,,,,,,
1100,37.356,144179200,120791,56,27.89,0.286,7.5,0.905,0.048,2.488,-0.0016,0.0631,0.0026,0.02,,,,,,,,,,
1101,37.375,144310272,116665,47,25.27,0.149,7.47,0.875,0.125,2.484,-0.0021,0.0768,0.0028,0.02,,,,,,,,,,
1102,37.393,144441344,122310,44,22.19,0.045,8.02,0.812,0.125,2.457,-0.0018,0.0735,0.0025,0.021,,,,,,,,,,
1103,37.411,144572416,122149,55,21.74,0.091,8.0,0.667,0.292,2.449,-0.0018,0.0885,0.0024,0.017,,,,,,,,,,
1104,37.429,144703488,120263,41,20.64,0.195,7.78,0.667,0.222,2.46,-0.0017,0.0668,0.0024,0.02,,,,,,,,,,
1105,37.447,144834560,122771,42,22.89,0.143,7.74,0.8,0.2,2.461,-0.0018,0.0709,0.003,0.021,,,,,,,,,,
1106,37.465,144965632,120260,57,22.3,0.123,7.89,0.857,0.143,2.445,-0.0018,0.0772,0.0026,0.02,,,,,,,,,,
1107,37.483,145096704,118954,41,23.57,0.195,7.56,0.85,0.05,2.451,-0.0018,0.0638,0.0029,0.02,,,,,,,,,,
1108,37.502,145227776,115946,42,24.6,0.214,7.4,0.733,0.267,2.438,-0.0015,0.0656,0.0033,0.023,,,,,,,,,,
1109,37.523,145358848,106222,47,21.99,0.234,7.79,0.864,0.091,2.43,-0.0015,0.0742,0.0025,0.016,,,,,,,,,,
1110,37.633,145489920,114501,47,18.7,0.149,8.13,0.905,0.095,2.443,-0.0015,0.0679,0.0025,0.017,0.985,0.0,0.512,1.0,0.0,0.879,0.616,0.995,0.0,0.619
1111,37.654,145620992,102718,52,21.42,0.115,7.79,0.926,0.074,2.441,-0.0019,0.0728,0.003,0.019,,,,,,,,,,
1112,37.685,145752064,71041,36,27.92,0.306,7.67,0.5,0.25,2.431,-0.0018,0.0723,0.0026,0.019,,,,,,,,,,
1113,37.705,145883136,110368,44,27.62,0.25,7.73,0.429,0.429,2.423,-0.0018,0.067,0.0029,0.024,,,,,,,,,,
1114,37.74,146014208,62135,53,22.9,0.17,7.96,0.957,0.043,2.432,-0.0014,0.0834,0.0025,0.021,,,,,,,,,,
1115,37.772,146145280,68762,70,22.11,0.143,7.84,0.824,0.176,2.444,-0.0019,0.0954,0.0033,0.025,,,,,,,,,,
1116,37.791,146276352,112831,52,21.16,0.192,7.9,0.75,0.208,2.437,-0.0016,0.0807,0.0029,0.024,,,,,,,,,,
1117,37.815,146407424,91253,47,21.59,0.213,7.64,0.9,0.1,2.422,-0.0014,0.0723,0.0025,0.017,,,,,,,,,,
1118,37.835,146538496,109312,45,15.49,0.111,7.89,0.955,0.045,2.397,-0.0018,0.0697,0.0023,0.02,,,,,,,,,,
1119,37.856,146669568,104960,66,18.63,0.121,8.0,0.824,0.147,2.414,-0.0014,0.1033,0.0025,0.017,,,,,,,,,,
1120,37.883,146800640,81130,69,21.16,0.145,8.1,0.848,0.121,2.396,-0.0017,0.1017,0.0031,0.023,,,,,,,,,,
1121,37.911,146931712,78450,66,20.76,0.258,7.83,0.8,0.2,2.392,-0.0014,0.0887,0.0026,0.023,,,,,,,,,,
1122,37.944,147062784,64730,54,18.9,0.204,7.85,0.92,0.04,2.374,-0.0015,0.0821,0.0026,0.016,,,,,,,,,,
1123,37.976,147193856,68123,73,14.62,0.151,8.0,0.78,0.146,2.374,-0.0017,0.0886,0.0021,0.016,,,,,,,,,,
1124,38.0,147324928,92231,52,19.83,0.212,7.9,0.8,0.15,2.384,-0.0014,0.0715,0.0026,0.016,,,,,,,,,,
1125,38.161,147456000,92754,56,19.58,0.179,8.09,0.88,0.12,2.378,-0.0017,0.0771,0.003,0.02,0.98,0.01,0.515,1.0,0.0,0.537,0.632,1.0,0.0,0.625
1126,38.185,147587072,90228,62,17.19,0.097,7.97,0.96,0.04,2.389,-0.0014,0.098,0.0025,0.017,,,,,,,,,,
1127,38.209,147718144,91259,71,16.06,0.169,7.94,0.87,0.13,2.396,-0.0017,0.089,0.0028,0.021,,,,,,,,,,
1128,38.241,147849216,68255,58,17.43,0.172,7.83,0.867,0.1,2.414,-0.0015,0.0767,0.0023,0.016,,,,,,,,,,
1129,38.274,147980288,66830,55,23.88,0.255,7.95,0.684,0.316,2.429,-0.0015,0.0817,0.0023,0.015,,,,,,,,,,
1130,38.306,148111360,66932,58,18.7,0.121,7.97,0.857,0.143,2.443,-0.0014,0.0827,0.0022,0.015,,,,,,,,,,
1131,38.335,148242432,77379,56,18.86,0.161,7.84,0.857,0.143,2.449,-0.0014,0.0858,0.0022,0.014,,,,,,,,,,
1132,38.356,148373504,100590,44,24.38,0.273,7.43,0.769,0.231,2.439,-0.0015,0.0725,0.0026,0.022,,,,,,,,,,
1133,38.375,148504576,118477,44,18.84,0.114,7.93,0.867,0.133,2.417,-0.0017,0.0674,0.0031,0.024,,,,,,,,,,
1134,38.393,148635648,120827,75,15.86,0.067,8.03,0.923,0.077,2.465,-0.0018,0.0951,0.0024,0.02,,,,,,,,,,
1135,38.416,148766720,94702,60,18.55,0.167,7.73,0.828,0.172,2.445,-0.0019,0.08,0.0028,0.022,,,,,,,,,,
1136,38.435,148897792,115954,48,21.92,0.188,7.94,0.929,0.071,2.461,-0.0016,0.0799,0.0023,0.016,,,,,,,,,,
1137,38.457,149028864,99143,59,18.22,0.203,7.95,0.929,0.036,2.459,-0.0015,0.089,0.0024,0.016,,,,,,,,,,
1138,38.475,149159936,121540,53,17.58,0.075,8.04,0.783,0.217,2.454,-0.0014,0.0884,0.002,0.014,,,,,,,,,,
1139,38.495,149291008,110087,51,19.82,0.157,8.04,0.944,0.056,2.46,-0.0013,0.0865,0.0026,0.019,,,,,,,,,,
1140,38.612,149422080,99677,64,19.39,0.109,8.23,0.933,0.067,2.489,-0.0016,0.1231,0.0028,0.021,0.995,0.005,0.526,1.0,0.0,0.784,0.625,0.995,0.0,0.623
1141,38.643,149553152,70516,63,18.21,0.127,7.86,0.967,0.033,2.496,-0.0017,0.0947,0.0025,0.017,,,,,,,,,,
1142,38.662,149684224,116452,60,23.65,0.217,7.93,0.786,0.143,2.473,-0.0014,0.1019,0.003,0.017,,,,,,,,,,
1143,38.682,149815296,110512,63,17.37,0.111,7.76,0.968,0.032,2.493,-0.0013,0.097,0.0027,0.018,,,,,,,,,,
1144,38.7,149946368,120259,43,25.34,0.326,8.0,0.714,0.0,2.477,-0.0015,0.0813,0.003,0.022,,,,,,,,,,
1145,38.719,150077440,114445,48,26.63,0.333,8.1,0.25,0.75,2.463,-0.0018,0.0831,0.0022,0.02,,,,,,,,,,
1146,38.738,150208512,118514,51,21.9,0.137,8.16,1.0,0.0,2.455,-0.0017,0.0961,0.0033,0.025,,,,,,,,,,
1147,38.757,150339584,114078,77,20.99,0.156,8.03,0.912,0.088,2.477,-0.0016,0.1074,0.0024,0.015,,,,,,,,,,
1148,38.787,150470656,71833,47,20.6,0.085,8.11,0.714,0.286,2.447,-0.0021,0.0791,0.0028,0.022,,,,,,,,,,
1149,38.806,150601728,119746,54,18.83,0.056,8.3,0.833,0.111,2.449,-0.0015,0.1011,0.003,0.015,,,,,,,,,,
1150,38.825,150732800,110157,53,21.38,0.189,8.15,0.714,0.286,2.458,-0.0015,0.0983,0.0022,0.016,,,,,,,,,,
1151,38.846,150863872,107834,48,23.12,0.104,8.31,0.846,0.154,2.437,-0.0018,0.1048,0.0027,0.02,,,,,,,,,,
1152,38.866,150994944,105949,63,17.41,0.032,8.51,0.833,0.139,2.453,-0.0015,0.1029,0.0026,0.019,,,,,,,,,,
1153,38.89,151126016,92137,72,18.49,0.111,8.38,0.786,0.179,2.436,-0.0016,0.1138,0.0023,0.018,,,,,,,,,,
1154,38.908,151257088,121597,42,19.37,0.095,8.33,0.875,0.125,2.447,-0.0015,0.0901,0.0021,0.017,,,,,,,,,,
1155,39.007,151388160,111075,49,16.8,0.122,8.24,0.864,0.091,2.451,-0.0015,0.0966,0.0027,0.02,0.995,0.0,0.51,1.0,0.0,0.75,0.592,0.99,0.01,0.673
1156,39.028,151519232,105019,52,20.03,0.154,7.94,0.692,0.154,2.427,-0.0013,0.0792,0.0023,0.018,,,,,,,,,,
1157,39.047,151650304,114743,38,23.64,0.184,7.97,1.0,0.0,2.439,-0.0018,0.0811,0.0029,0.024,,,,,,,,,,
1158,39.068,151781376,106538,52,20.49,0.115,8.15,0.722,0.167,2.445,-0.0015,0.0854,0.0024,0.014,,,,,,,,,,
1159,39.086,151912448,120924,60,20.45,0.083,8.12,0.885,0.077,2.43,-0.0015,0.0999,0.0027,0.017,,,,,,,,,,
1160,39.104,152043520,119352,59,17.9,0.017,8.08,0.955,0.045,2.423,-0.0018,0.0855,0.0036,0.028,,,,,,,,,,
1161,39.125,152174592,105988,65,18.98,0.062,8.12,0.92,0.08,2.422,-0.0018,0.1058,0.003,0.025,,,,,,,,,,
